artist,date,location,song,spotify,lyrics,url
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Siete Vidas,https://open.spotify.com/track/5mLFBFjgCk4touwfQsxwNt,"Soy el siete vidas, 
fui virus y fui ancla; 
un enano de jardín 
encargado del faro del fin del mundo. 
Fui la lanza romana 

que mató al Nazareno, 

guardada debajo de un aljibe 

en una isla, en el mar del veneno. 



Soy el siete vidas, 

en todas fui asesino; 

ahora el destino me puso delante 

de un asesinado mío. 



El tiempo conoce mi sombra, 

el viento me nombra, 

ahora soy el príncipe y mendigo, 

ahora soy torero y bandido. 



Como Montecristo, 

vivo encerrado con una máscara de hierro; 

una máscara de toro bravo, 

para ser liberado por mi asesinado. 



El tiempo conoce mi sombra, 

el viento me nombra, 

ahora soy el príncipe y mendigo, 

ahora soy torero y bandido. 



El tiempo conoce mi sombra, 

el viento me nombra, 

ahora soy el príncipe y mendigo, 

ahora soy torero y bandido. 



Ahora soy príncipe y mendigo. 

Ahora soy torero y bandido. 

Ahora soy príncipe y mendigo. 

Ahora soy torero y bandido.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Siete%20Vidas
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",La parte de adelante,https://open.spotify.com/track/0fHTVPRRKmWaRuIwrsNTMp,"Soy vulnerable a tu lado más amable
soy carcelero de tu lado más grosero
soy el soldado de tu lado más malvado
y el arquitecto de tus lados incorrectos
soy propietario de tu lado más caliente
soy dirigente de tu parte más urgente

soy artesano de tu lado más humano

y el comandante de tu parte de adelante

soy inocente de tu lado más culpable

pero el culpable de tu lado más caliente

soy el custodio de tus ráfagas de odio

y el comandante de tu parte de adelante

perdiendo imagen a tu lado estoy mi vida

mañana será un nuevo punto de partida

soy vagabundo de tu lado más profundo

por un segundo de tu cuerpo doy el mundo

que más quisiera que pasar la vida entera

como estudiante el día de la primavera

siempre viajando en un asiento de primera

el comandante de tu balsa de madera

que más quisiera que pasar la vida entera

como estudiante el día de la primavera

siempre viajando en un asiento de primera

el carpintero de tu balsa de madera

aaahhh....

soy el soldado de tu lado malvado

y el comandante de tu parte de adelante



sólo estoy sólo y estoy buscando

es a alguien que me está esperando

que me entienda y si no me entiende

alguien que me comprende

alguien a alguien para recordar

de memoria cuando estoy de viaje

cuando estoy muy lejos y

soy un vagabundo y camino bastante

alrededor del mundo

pero quiero volver a mi casa

a alguna casa

para encontrar a esa princesa vampira

que respira

que respira y me mira.",https://api.lyrics.ovh/v1/Andres%20Calamaro/La%20parte%20de%20adelante
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Milonga del trovador,https://open.spotify.com/track/1V4EfunP14IBIxtpoIsCHB,"Soy de una tierra hermosa
de América del Sur,
en mezcla gaucha de indio con español.
De piel y voz morochas
vi en mi guitarra
que al mundo van las coplas, y me fui yo.



Con un rumor de nido

volaban tras de mí,

aquellos pañuelitos en la estación.

Pero soy peregrino

y a mi nostalgia

le canto así en la oreja del corazón:



Vamos a la distancia, sí,

que soy el trovador,

si la distancia llama,

yo jamás veré ponerse el sol.



Vamos a la distancia, ya,

y si no llego, amor,

vos le darás mi alma

de argentino y de cantor.



Mi casa es donde canto

porque aprendí a escuchar

la voz de Dios que afina en cualquier lugar,

ecos que hay en las plazas

y en las cocinas,

al borde de una cuna y atrás del mar.



Si en esta andanza un día

me espera la vejez,

ya mi niñez le hará la segunda voz;

y al fin con dos gargantas,

a mi agonía,

le cantaré en la oreja del corazón:



Vamos a la distancia, sí,

que soy el trovador,

si la distancia llama

yo jamás veré ponerse el sol.



Vamos a la distancia, ya,

y si no llego, amor,

vos le darás mi alma

de argentino y de cantor.





(Gracias a Beto por esta letra)",https://api.lyrics.ovh/v1/Andres%20Calamaro/Milonga%20del%20trovador
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Chicas,https://open.spotify.com/track/6fH4REECXhuTbT2ayCnqG1,"Algunas me duelen y otras no, otras me quieren todavía,
algunas me quieren y me odian a la vez, algunas me partieron en tres
y sigo buscando algún pedazo.
Alguna se comió mi corazón, alguna vez te quise demasiado,
la verdad es que sigo colgado de la que me colgó la última vez.
Hay encuentros que nunca quise olvidar y no dejo de esperar el nuestro partiéndome.

Alguna vez pedí perdón mil veces pero tengo mil más y respiro sin mirarte en el aire.

Mirarte en el aire es mi mayor problema, partirme en pedazos rotos de espejos, y estás muy lejos.

Dicen los más viejos del bar: ""primero hay que aprender a olvidar"",

no sé si habrás podido por los dos porque yo...

Dicen los más viejos del bar: ""primero hay que aprender a olvidar"",

no sé si habrás podido por los dos porque yo...",https://api.lyrics.ovh/v1/Andres%20Calamaro/Chicas
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Para No Olvidar,https://open.spotify.com/track/5V2PAJnOJn7H4e8FwSbRdr,"Si alguna vez no me vuelven a ver,
porque a mi como todo se me olvida,
algo va a quedar adentro tuyo siempre,
algo que yo te deje alguna vez.
No importa si no venis conmigo,
este viaje es mejor hacerlo solo,

yo te voy a recordar todos los dias,

porque un amor asi nunca se olvida.

Te seguiria por todas partes y volveria a la ciudad,

si me das, otra oportunidad,

de volver a empezar, mejor que antes

quiero darte cada uno de mis instantes,

nunca mas voy a mentir de nuevo,

porque no voy a olvidarte nunca mas.

Y volveria por todas partes para encontrarte y preguntarte,

si me das otra oportunidad.

Va a ser mejor que empiece a olvidar,

porque queda mucho tiempo por delante,

algo va a quedar adentro tuyo siempre,

algo que yo te deje alguna vez,

porque no voy a olvidarte nunca mas,

porque yo no te voy a olvidar...!!!",https://api.lyrics.ovh/v1/Andres%20Calamaro/Para%20No%20Olvidar
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Loco,https://open.spotify.com/track/0jePqZlutXGa8xz6NNyKAy,"Voy a salir a caminar solito
sentarme en un parque a fumar un porrito
y mirar a las palomas comer
el pan que la gente les tira!
y reprimir el instinto asesino
delante de un mimo o de un clown

hoy estoy down violento, down radikal

pero tengo aprendido el papel principal

yo soy un loco

que se dio cuenta

que el tiempo es muy poco

yo soy un loco

que se dio cuenta

que el tiempo es muy poco

nanananana...

(a lo mejor resulta mejor así)

yo soy un loco

que se dio cuenta

que el tiempo es muy poco

a lo mejor resulta mejor así

que el tiempo es muy poco.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Loco
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Bohemio,https://open.spotify.com/track/7vgtsjhT7JpPGkv8RA1Qh1,"Bohemio es ser la sombra de encontrarle
el sentido a las cosas.
Bohemio es un deseo de a destiempo,
también es necesidad.
Te quiero porque a pesar de todo,
te vas a seguir queriendo un poco más.

Permite que me saque el sombrero

para saludarte, libertad.



Bohemio en tu deseo de aferrarse a las espinas de las rosas,

bohemio que prefiere que la noche lo acompañe a caminar.

Te quiero porque adentro del abismo

vas a seguir siendo el mismo, para mí.

Permite que me incline ante tu sombra

cuando el cántaro se rompa, libertad.



Primero sé que voy camino a nada,

pero a veces no me importa y naufragás.

Permite que te rinda un homenaje

en mi permanente raje, libertad.



Anoche te escribí nuevas canciones,

eso solo significa

que le robé palabras a tu ausencia

para tratar de seguir.

Primero sé que voy camino a nada,

pero a veces no me importa y naufragás.

Permite que me incline ante tu sombra

cuando un cántaro se rompa, libertad.

Te quiero porque a pesar de todo,

te vas a seguir queriendo un poco más.

Permite que me saque el sombrero

para saludarte, libertad.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Bohemio
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Algo contigo,https://open.spotify.com/track/4VJZMZV7U4KK2GE4sSThVM,"¿Hace falta que te diga
que me muero por tener algo contigo?
¿es que no te has dado cuenta
de lo mucho que me cuesta ser tu amigo?
ya no puedo acercarme a tu boca
sin deseártela de una manera loca

necesito controlar tu vida

saber quien te besa y quien te abriga

hace falta que te diga

que me muero por tener algo contigo

es que no te has dado cuenta

de lo mucho que me cuesta ser tu amigo

ya me quedan muy pocos caminos

aunque pueda parecerte un desatino

no quisiera yo morirme sin tener

algo contigo

ya no puedo continuar espiando

día y noche tu llegar adivinando

ya no se con que inocente excusa

pasar por tu casa...

ya me quedan muy pocos caminos

aunque pueda parecerte un desatino

no quisiera yo morirme sin tener

algo contigo,

sin tener, algo contigo,

sin tener, algo... contigo",https://api.lyrics.ovh/v1/Andres%20Calamaro/Algo%20contigo
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Crímenes perfectos,https://open.spotify.com/track/6guoJhM9n5Fm7npXJ1rfsM,"Sentiste alguna vez lo que es tener el corazón roto
Sentiste a los asuntos pendientes volver hasta volverte muy loco
Si resulta que sí, si podrás entender lo que me pasa a mí esta noche
Ella no va a volver y la pena me empieza a crecer, adentro
La moneda cayó por el lado de la soledad y el dolor
Todo lo que termina, termina mal, poco a poco

Y si no termina se contamina más y eso se cubre de polvo

Me parece que soy de la quinta que vio el mundial 78, me tocó crecer viendo a mi alrededor paranoia y dolor

La moneda cayó por el lado de la soledad otra vez

No me lastimes con tus crímenes perfectos, mientras la gente indiferente se da cuenta

De vez en cuando, solamente sale afuera la pena real

Si resulta que sí, si podrás entender lo que me pasa a mí esta noche

Ella no va a volver y la pena me empieza a crecer, adentro

La moneda cayó por el lado de la soledad y el dolor

La moneda cayó por el lado de la soledad otra vez

La moneda cayó por el lado de la soledad.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Cr%C3%ADmenes%20perfectos
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Estadio Azteca,https://open.spotify.com/track/03Ntkzzjkz7nFJldcPbL90,"Porque no engraso los ejes
me llaman abandonado,
porque no engraso los ejes
me llaman abandonado.
Si a mí me gusta que suenen,
¿Para qué los quiero engrasados?

Si a mí me gusta que suenen,

¿Para qué?



Prendido a tu botella vacía,

esa que antes siempre tuvo gusto a nada.

Apretando los dedos, agarrándome, dándole mi vida

a ese para-avalanchas.



Cuando era niño y conocí el estadio Azteca me quedé duro,

me aplastó ver al gigante,

de grande me volvió a pasar lo mismo

pero ya estaba duro mucho antes.



Dicen que hay, dicen que hay

un mundo de tentaciones,

también hay caramelos

con forma de corazones.

Dicen que hay bueno o malo,

dicen que hay más o menos,

dicen que hay algo qué tener,

y no muchos tenemos.

Y no muchos tenemos.



Prendido a tu botella vacía,

esa que antes siempre tuvo gusto a nada.



Gracias le doy a la vida,

gracias le doy al Señor,

porque entre tanto rigor

y habiendo perdido tanto,

no perdí mi amor al canto,

ni mi voz como cantor.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Estadio%20Azteca
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Cuando No Estás,https://open.spotify.com/track/2xWeyRqtjT6nhAOjIDWrrv,"Cuando no estás
o me encuentro en otro lugar del mundo
cuando no estás
me equivoco cada medio segundo
cuando no estás
la soledad me aconseja mal.



Cuando no estás

no se abre el paracaídas y salto igual

y me pierdo en habitaciones vacías

cuando no estás,

cuando no estás conmigo.



Cuando no estás

la casa vacía pregunta cuándo volverás

y escribo versos crueles conmigo

cuando no estás,

estoy esperando que vuelvas.



Cuando no estás

me paso el día contando minutos

cuando no estás

o me pierdo en un laberinto oscuro.



cuando no estás

la soledad me aconseja mal.



Cuando no estás

la casa vacía pregunta cuándo volverás

y escribo versos un poco crueles conmigo

cuando no estás

estoy esperando que vuelvas.



Cuando no estás

la casa vacía pregunta cuándo volverás

y escribo versos crueles conmigo,

cuando no estás,

estoy esperando que vuelvas.



Cuando no estás

solo espero verte llegar por esa puerta

lo que ocurre cuando vuelves, que te quiero más

estoy esperando que vuelvas.



Cuando no estás conmigo,

cuando no estás conmigo,

cuando no estás conmigo.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Cuando%20No%20Est%C3%A1s
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Te solté la rienda (feat. Bunbury),https://open.spotify.com/track/3j1ZU5ycyXdDXldvq58PUi,"Se me acabó la fuerza
de mi mano izquierda,
voy a dejarte el mundo a
ti solita.
Como el caballo blanco
le solté la rienda,

a ti también te suelto

y te me vas ahorita.



Y cuando al fin comprendas

que el amor bonito

lo tenías conmigo,

vas a extrañar mis besos

en los propios brazos

del que esté contigo.



Vas a sentir que lloras

sin poder siquiera

derramar tu llanto,

y has de querer mirarte

en mis ojos tristes

que quisiste tanto,

que quisiste tanto.



Cuando se quiere a fuerza

rebasar la meta,

y se abandona todo

lo que se ha tenido,

como tú traes el alma

con la rienda suelta,

ya crees que el mundo es tuyo

y hasta me das tu olvido.



Y cuando al fin comprendas

que el amor bonito

lo tenías conmigo,

vas a extrañar mis besos

en los propios brazos

del que esté contigo.



Vas a sentir que lloras

sin poder siquiera

derramar tu llanto,

y has de querer mirarte

en mis ojos tristes

que quisiste tanto,

que quisiste tanto.



Te solté la rienda.",https://api.lyrics.ovh/v1/Andres%20Calamaro/Te%20solt%C3%A9%20la%20rienda%20(feat.%20Bunbury)
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",No se puede vivir del amor,https://open.spotify.com/track/33uYlkI8CliIYMnRYMMAcz,"No se puede vivir del amor,
no se puede vivir del amor
le dijo un soldado romano a Dios.
No se puede vivir del amor.
No se puede comer al amor,
las deudas no se pueden pagar con amor.

Una casa no se puede comprar con amor,

nunca es tarde para pedir perdón.

No se puede, no se puede vivir del amor.

No se puede vivir del amor.

Lo dijo la chica que te dijo que no,

no se puede vivir del amor.

No se puede vivir del amor,

una guerra no se puede ganar con amor

lo dijo Romeo a Julieta en el balcón.

no se puede vivir del amor.

¿De qué hablamos cuando hablamos de amor?

¿Por qué cantamos canciones de amor?

Si suena mal y nunca tienen razón,

no se puede vivir del amor.

No se puede, no se puede vivir del amor,

no se puede vivir del amor.

No todos los problemas son sexo, drugs & rock and roll

no se puede vivir del amor.

No se puede vivir del amor,

no se puede vivir del amor

le dijo un soldado romano a Dios.

No se puede vivir del amor.

Que difícil que es vivir sin amor

pero sin fortuna es mucho peor

lo dijo Pepe por televisor

No se puede vivir del amor.

No se puede vivir del amor.

No se puede vivir del amor.

Ni de las drogas, las mujeres y el doctor

No se puede vivir del amor.

No se puede vivir del amor.

Es tan fácil perder la razón,

no se puede vivir del amor.

No se puede vivir del amor.

No se puede cantar por amor.

Me metí por vena una botella de alcanfort

y me olvidé la letra de esta canción

No se puede vivir del amor.

No se puede vivir del amor.

Lo dijo Romeo a Julieta en el balcón.

no se puede vivir del amor.

Nunca es tarde para pedir perdón

No se puede vivir del amor.

No se puede vivir del amor.

No se puede vivir del amor.

No se puede vivir del amor.

No todos los problemas son sexo, drugs & rock and roll

no se puede vivir del amor.

No se puede vivir del amor,

no se puede vivir del amor

Es tan fácil perder la razón,

no se puede vivir del amor.

No se puede, no se puede vivir del amor,

no se puede vivir del amor.

Es tan fácil perder la razón,

no se puede vivir del amor.",https://api.lyrics.ovh/v1/Andres%20Calamaro/No%20se%20puede%20vivir%20del%20amor
Andres Calamaro,2021-05-05,"Sala Kafé Zentral Pamplona, Navarra",Paula,https://open.spotify.com/track/7AwAn3PgvKcUqENCcHZZAL,"Yo sé que mentí
Yo sé que fallé
Que te traicioné
Y que me alejé de ti
Vagando en el denso mar de la falsedad
De espalda al infinito



Me puedes matar

Me puedes dejar

Pero nunca tendrás que te dejé de amar

Tú sabes que eres mi otra mitad

Mi espíritu gemelo



Paula no me olvides

Paula para siempre

Paula en el alma

Me falta tu mirada

Tu sonrisa dulce

Y tu cuerpo al despertar



¿Dónde estás?

¿Dónde estás?

¿Dónde vas?



Sé que te perdí cuando resbalé

Pero nunca jamás te dejaré de amar

Tú sabes que eres mi otra mitad

Mi espíritu gemelo



Paula no me olvides

Paula para siempre

Paula en el alma

Me falta tu mirada

Tu sonrisa dulce

Y tu cuerpo al despertar



¿Dónde estas?

¿Dónde estas?

¿Dónde vas?



Paula invisible

Paula transparente

Paula en el alma

Me falta tu mirada

Tu sonrisa dulce

Y tu cuerpo al despertar



¿Dónde estas?

¿Dónde estas?

¿Dónde vas?",https://api.lyrics.ovh/v1/Andres%20Calamaro/Paula
